Skills,Experience,Education,Certifications,Job_Role,Recruiter_Decision,Salary_Expectation,Projects_Count,AI_Score,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelA_Hire_Prob,ModelA_Prediction,ModelA_Pred_Label,ModelA_Rank
"C++, Java, SQL, React",10,PhD,,Software Engineer,Hire,79684,8,100,4,3,3,4,0.73,1,Hire,804
"Cybersecurity, Linux, Networking, Ethical Hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,94447,4,100,4,1,1,4,0.73,1,Hire,804
"Python, TensorFlow, Pytorch",1,B.Sc,Deep Learning Specialization,AI Researcher,Hire,85905,7,70,2,1,0,0,0.73,1,Hire,804
"Pytorch, TensorFlow, Python",2,PhD,,AI Researcher,Reject,85955,1,40,4,3,0,4,0.73,0,Reject,804
"SQL, C++, Java",4,B.Sc,Deep Learning Specialization,Software Engineer,Hire,50410,10,100,2,1,3,0,0.73,1,Hire,804
"Networking, Cybersecurity, Ethical Hacking, Linux",4,B.Tech,,Cybersecurity Analyst,Hire,113477,2,70,2,3,1,1,0.73,0,Reject,804
"Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,Reject,108606,3,45,3,0,2,3,0.73,0,Reject,804
"Pytorch, TensorFlow, NLP, Python",1,M.Tech,,AI Researcher,Reject,63713,0,30,3,3,0,2,0.72,1,Hire,814
"NLP, Pytorch, TensorFlow",1,B.Tech,AWS Certified,AI Researcher,Reject,60718,1,40,2,0,0,1,0.72,1,Hire,814
"SQL, Java, React, C++",5,M.Tech,Deep Learning Specialization,Software Engineer,Hire,60720,7,100,3,1,3,2,0.72,1,Hire,814
"TensorFlow, NLP, Python",3,MBA,Deep Learning Specialization,AI Researcher,Hire,80393,10,100,3,1,0,3,0.72,1,Hire,814
"Deep Learning, Machine Learning, SQL, Python",1,PhD,,Data Scientist,Hire,108185,8,70,4,3,2,4,0.72,1,Hire,814
"Linux, Cybersecurity",8,MBA,AWS Certified,Cybersecurity Analyst,Hire,60790,7,100,3,0,1,3,0.72,1,Hire,814
"C++, Java, SQL",2,MBA,Google ML,Software Engineer,Hire,62255,7,80,3,2,3,3,0.72,1,Hire,814
"SQL, Deep Learning, Machine Learning",1,MBA,,Data Scientist,Hire,44099,8,65,3,3,2,3,0.72,1,Hire,814
"Machine Learning, Python, Deep Learning",2,B.Tech,Deep Learning Specialization,Data Scientist,Hire,55376,7,80,2,1,2,1,0.72,0,Reject,814
"Ethical Hacking, Linux, Networking",7,B.Sc,,Cybersecurity Analyst,Hire,63601,10,100,2,3,1,0,0.72,1,Hire,814
"TensorFlow, NLP, Python",0,M.Tech,AWS Certified,AI Researcher,Reject,40085,2,35,3,0,0,2,0.72,0,Reject,814
"Python, SQL, Machine Learning",3,PhD,Google ML,Data Scientist,Reject,55365,1,60,4,2,2,4,0.72,0,Reject,814
"Cybersecurity, Linux, Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,77105,4,50,3,0,1,2,0.72,0,Reject,814
"Python, TensorFlow",1,B.Sc,Deep Learning Specialization,AI Researcher,Reject,89941,4,50,2,1,0,0,0.72,0,Reject,814
"Python, NLP, TensorFlow",2,M.Tech,Google ML,AI Researcher,Hire,90388,4,65,3,2,0,2,0.72,1,Hire,814
"TensorFlow, NLP, Python",10,M.Tech,Google ML,AI Researcher,Hire,65446,9,100,3,2,0,2,0.72,1,Hire,814
"Cybersecurity, Networking, Ethical Hacking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,Hire,74090,3,95,2,0,1,1,0.72,1,Hire,814
"Python, SQL, Machine Learning",3,B.Tech,AWS Certified,Data Scientist,Hire,71142,4,75,2,0,2,1,0.72,1,Hire,814
"SQL, React, C++, Java",3,PhD,Deep Learning Specialization,Software Engineer,Hire,71138,8,100,4,1,3,4,0.72,1,Hire,814
"Python, Pytorch, TensorFlow",0,MBA,Deep Learning Specialization,AI Researcher,Reject,54236,6,55,3,1,0,3,0.72,0,Reject,814
"Python, Machine Learning",8,PhD,Google ML,Data Scientist,Hire,103477,9,100,4,2,2,4,0.72,1,Hire,814
"Pytorch, TensorFlow, NLP",4,M.Tech,Google ML,AI Researcher,Hire,63556,10,100,3,2,0,2,0.71,1,Hire,835
"React, SQL, C++, Java",0,B.Sc,Google ML,Software Engineer,Reject,118032,2,40,2,2,3,0,0.71,0,Reject,835
"C++, React, SQL",0,MBA,,Software Engineer,Reject,45815,7,50,3,3,3,3,0.71,0,Reject,835
"TensorFlow, Python",5,B.Sc,,AI Researcher,Hire,114286,6,90,2,3,0,0,0.71,1,Hire,835
"SQL, Deep Learning, Machine Learning",1,MBA,,Data Scientist,Reject,54006,4,45,3,3,2,3,0.71,0,Reject,835
"Linux, Networking",4,M.Tech,,Cybersecurity Analyst,Reject,116278,0,50,3,3,1,2,0.71,0,Reject,835
"TensorFlow, Pytorch",5,PhD,AWS Certified,AI Researcher,Hire,79405,4,90,4,0,0,4,0.71,1,Hire,835
"NLP, TensorFlow",7,PhD,Deep Learning Specialization,AI Researcher,Hire,48195,0,90,4,1,0,4,0.71,1,Hire,835
"Cybersecurity, Networking",3,MBA,,Cybersecurity Analyst,Hire,55213,9,85,3,3,1,3,0.71,0,Reject,835
"Linux, Networking, Cybersecurity, Ethical Hacking",1,B.Sc,,Cybersecurity Analyst,Hire,40222,10,80,2,3,1,0,0.71,1,Hire,835
"TensorFlow, Pytorch, Python",9,PhD,Google ML,AI Researcher,Hire,75101,2,100,4,2,0,4,0.71,1,Hire,835
"Ethical Hacking, Linux, Networking, Cybersecurity",6,MBA,,Cybersecurity Analyst,Hire,90173,4,100,3,3,1,3,0.71,1,Hire,835
"SQL, Machine Learning, Deep Learning",3,PhD,,Data Scientist,Reject,91090,2,55,4,3,2,4,0.7,0,Reject,847
"SQL, Deep Learning",4,PhD,,Data Scientist,Hire,97719,8,90,4,3,2,4,0.7,1,Hire,847
"React, C++, SQL, Java",4,B.Tech,Deep Learning Specialization,Software Engineer,Hire,90345,7,100,2,1,3,1,0.7,1,Hire,847
"Python, Machine Learning, SQL, Deep Learning",7,PhD,AWS Certified,Data Scientist,Hire,62092,2,100,4,0,2,4,0.7,1,Hire,847
"SQL, React, Java",2,MBA,Google ML,Software Engineer,Reject,62666,1,50,3,2,3,3,0.7,0,Reject,847
"Machine Learning, Python, SQL, Deep Learning",9,M.Tech,,Data Scientist,Hire,74018,10,100,3,3,2,2,0.7,1,Hire,847
"Python, Pytorch, TensorFlow, NLP",9,M.Tech,,AI Researcher,Hire,91064,5,100,3,3,0,2,0.7,0,Reject,847
"Ethical Hacking, Cybersecurity, Networking",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,Hire,117219,5,70,4,1,1,4,0.7,1,Hire,847
"NLP, Pytorch, TensorFlow",9,B.Sc,,AI Researcher,Hire,108379,10,100,2,3,0,0,0.7,0,Reject,847
"Java, React, C++",1,PhD,,Software Engineer,Reject,62647,3,40,4,3,3,4,0.7,0,Reject,847
"Pytorch, TensorFlow, NLP, Python",0,B.Tech,Deep Learning Specialization,AI Researcher,Hire,91064,10,80,2,1,0,1,0.7,0,Reject,847
"Ethical Hacking, Cybersecurity, Networking",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,50972,1,60,2,1,1,0,0.7,0,Reject,847
"Deep Learning, Python",9,B.Tech,Google ML,Data Scientist,Hire,91723,8,100,2,2,2,1,0.7,1,Hire,847
"TensorFlow, NLP",0,B.Tech,Google ML,AI Researcher,Hire,113855,9,65,2,2,0,1,0.7,1,Hire,847
"SQL, Python, Machine Learning, Deep Learning",3,B.Sc,,Data Scientist,Hire,94642,8,90,2,3,2,0,0.7,1,Hire,847
"SQL, Machine Learning",5,B.Sc,Deep Learning Specialization,Data Scientist,Hire,42998,6,100,2,1,2,0,0.7,1,Hire,847
"Machine Learning, Python",3,B.Tech,Deep Learning Specialization,Data Scientist,Reject,79722,2,60,2,1,2,1,0.7,0,Reject,847
"SQL, Java, C++",1,PhD,Deep Learning Specialization,Software Engineer,Hire,88945,7,70,4,1,3,4,0.7,1,Hire,847
"Pytorch, Python, TensorFlow",0,B.Tech,,AI Researcher,Reject,88958,4,35,2,3,0,1,0.69,0,Reject,865
"C++, React",9,MBA,,Software Engineer,Hire,113428,2,100,3,3,3,3,0.69,1,Hire,865
"Pytorch, Python",0,B.Sc,Deep Learning Specialization,AI Researcher,Reject,44226,7,55,2,1,0,0,0.69,0,Reject,865
"Python, TensorFlow",0,MBA,Google ML,AI Researcher,Reject,61991,1,25,3,2,0,3,0.69,0,Reject,865
"TensorFlow, Python",1,M.Tech,Deep Learning Specialization,AI Researcher,Reject,108308,4,50,3,1,0,2,0.69,0,Reject,865
"Deep Learning, SQL, Machine Learning",6,MBA,Deep Learning Specialization,Data Scientist,Hire,79795,8,100,3,1,2,3,0.69,1,Hire,865
"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,Hire,88986,2,70,2,2,2,1,0.69,0,Reject,865
"Machine Learning, Python, SQL",2,B.Tech,,Data Scientist,Reject,44219,4,55,2,3,2,1,0.69,0,Reject,865
"Cybersecurity, Linux, Ethical Hacking",0,B.Sc,,Cybersecurity Analyst,Reject,114364,9,60,2,3,1,0,0.69,0,Reject,865
"React, Java",3,B.Sc,,Software Engineer,Reject,44106,0,40,2,3,3,0,0.69,0,Reject,865
"C++, Java, SQL",6,MBA,AWS Certified,Software Engineer,Hire,40595,1,90,3,0,3,3,0.69,1,Hire,865
"Machine Learning, Python, SQL",0,MBA,Google ML,Data Scientist,Reject,116814,5,50,3,2,2,3,0.69,0,Reject,865
"Cybersecurity, Linux",2,MBA,Deep Learning Specialization,Cybersecurity Analyst,Reject,118103,1,45,3,1,1,3,0.69,0,Reject,865
"Machine Learning, Python",8,B.Sc,,Data Scientist,Hire,40162,7,100,2,3,2,0,0.69,1,Hire,865
"React, Java, SQL",3,B.Sc,,Software Engineer,Reject,118891,0,45,2,3,3,0,0.69,0,Reject,865
"Cybersecurity, Ethical Hacking, Networking",0,MBA,Google ML,Cybersecurity Analyst,Reject,62708,5,50,3,2,1,3,0.69,0,Reject,865
"Cybersecurity, Networking, Ethical Hacking, Linux",9,PhD,AWS Certified,Cybersecurity Analyst,Hire,41733,0,100,4,0,1,4,0.68,1,Hire,881
"TensorFlow, Pytorch",2,B.Sc,,AI Researcher,Reject,62312,1,35,2,3,0,0,0.68,0,Reject,881
"Python, NLP, TensorFlow",10,B.Tech,,AI Researcher,Hire,62710,2,100,2,3,0,1,0.68,1,Hire,881
"C++, SQL",2,MBA,Google ML,Software Engineer,Reject,94346,1,45,3,2,3,3,0.68,0,Reject,881
"C++, SQL",2,M.Tech,AWS Certified,Software Engineer,Reject,83223,4,60,3,0,3,2,0.68,0,Reject,881
"Cybersecurity, Ethical Hacking, Networking",0,B.Tech,,Cybersecurity Analyst,Reject,82635,7,50,2,3,1,1,0.68,0,Reject,881
"SQL, Java",1,M.Tech,,Software Engineer,Reject,82703,0,20,3,3,3,2,0.68,0,Reject,881
"TensorFlow, Python, NLP",3,B.Tech,,AI Researcher,Reject,41769,3,60,2,3,0,1,0.68,0,Reject,881
"Pytorch, NLP",0,B.Sc,,AI Researcher,Reject,42924,7,45,2,3,0,0,0.67,0,Reject,889
"Java, React, SQL",1,PhD,,Software Engineer,Reject,91756,1,30,4,3,3,4,0.67,0,Reject,889
"SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,90362,8,60,2,0,2,1,0.67,0,Reject,889
"Python, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,Reject,91770,0,55,2,1,0,0,0.67,0,Reject,889
"Pytorch, Python, TensorFlow",5,MBA,AWS Certified,AI Researcher,Hire,77117,6,100,3,0,0,3,0.67,1,Hire,889
"SQL, Machine Learning, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,113435,2,35,2,1,2,1,0.67,0,Reject,889
"TensorFlow, NLP",10,B.Sc,AWS Certified,AI Researcher,Hire,86663,2,100,2,0,0,0,0.67,1,Hire,889
"C++, React, SQL, Java",5,M.Tech,,Software Engineer,Hire,48105,6,100,3,3,3,2,0.67,0,Reject,889
"Networking, Cybersecurity",7,B.Sc,,Cybersecurity Analyst,Hire,42894,0,80,2,3,1,0,0.67,0,Reject,889
"Python, TensorFlow, Pytorch",0,M.Tech,,AI Researcher,Reject,75275,1,20,3,3,0,2,0.67,0,Reject,889
"Networking, Linux, Ethical Hacking, Cybersecurity",4,B.Tech,,Cybersecurity Analyst,Reject,75555,0,60,2,3,1,1,0.67,0,Reject,889
"Networking, Linux",1,M.Tech,AWS Certified,Cybersecurity Analyst,Hire,51200,10,80,3,0,1,2,0.67,0,Reject,889
"Ethical Hacking, Networking",5,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Hire,75413,4,90,3,1,1,2,0.67,0,Reject,889
"SQL, C++, Java",1,M.Tech,,Software Engineer,Reject,48157,5,50,3,3,3,2,0.67,0,Reject,889
"Pytorch, Python, TensorFlow, NLP",9,B.Sc,AWS Certified,AI Researcher,Hire,114772,5,100,2,0,0,0,0.67,0,Reject,889
"Python, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,114745,6,55,3,1,2,2,0.67,0,Reject,889
"TensorFlow, Python",1,MBA,,AI Researcher,Reject,75420,6,50,3,3,0,3,0.67,0,Reject,889
"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,AWS Certified,Data Scientist,Reject,93900,0,60,3,0,2,2,0.66,0,Reject,906
"Deep Learning, Python, SQL, Machine Learning",1,PhD,AWS Certified,Data Scientist,Reject,84131,3,55,4,0,2,4,0.66,0,Reject,906
"Java, SQL, React, C++",9,B.Sc,Google ML,Software Engineer,Hire,108502,9,100,2,2,3,0,0.66,1,Hire,906
"Machine Learning, SQL, Deep Learning",10,PhD,,Data Scientist,Hire,54054,0,100,4,3,2,4,0.66,1,Hire,906
"React, Java",5,PhD,,Software Engineer,Hire,74711,8,100,4,3,3,4,0.66,0,Reject,906
"SQL, Machine Learning",1,B.Sc,Deep Learning Specialization,Data Scientist,Reject,104811,1,35,2,1,2,0,0.66,0,Reject,906
"Deep Learning, Machine Learning",4,PhD,AWS Certified,Data Scientist,Reject,103828,0,60,4,0,2,4,0.66,0,Reject,906
"TensorFlow, Python, NLP",6,PhD,Deep Learning Specialization,AI Researcher,Hire,112672,2,95,4,1,0,4,0.66,0,Reject,906
"Ethical Hacking, Cybersecurity",0,B.Sc,,Cybersecurity Analyst,Reject,47079,8,50,2,3,1,0,0.66,0,Reject,906
"Networking, Linux, Ethical Hacking, Cybersecurity",0,MBA,,Cybersecurity Analyst,Reject,108549,2,30,3,3,1,3,0.66,0,Reject,906
"Cybersecurity, Ethical Hacking, Linux, Networking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,51229,2,50,2,2,1,0,0.66,0,Reject,906
"Pytorch, Python, TensorFlow",0,PhD,Google ML,AI Researcher,Reject,110862,6,55,4,2,0,4,0.66,0,Reject,906
"Python, SQL, Machine Learning",0,B.Tech,AWS Certified,Data Scientist,Reject,112663,7,60,2,0,2,1,0.66,0,Reject,906
"Networking, Ethical Hacking",0,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,74792,5,45,3,0,1,2,0.66,0,Reject,906
"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Google ML,Data Scientist,Reject,55166,4,60,2,2,2,0,0.66,0,Reject,906
"SQL, Java",1,PhD,AWS Certified,Software Engineer,Hire,74663,9,75,4,0,3,4,0.66,0,Reject,906
"SQL, Python",1,MBA,AWS Certified,Data Scientist,Hire,52364,8,70,3,0,2,3,0.66,1,Hire,906
"SQL, Deep Learning, Machine Learning, Python",1,PhD,,Data Scientist,Reject,84161,6,60,4,3,2,4,0.66,0,Reject,906
"React, SQL",7,B.Tech,AWS Certified,Software Engineer,Hire,75572,0,90,2,0,3,1,0.66,0,Reject,906
"Networking, Cybersecurity, Ethical Hacking, Linux",0,PhD,AWS Certified,Cybersecurity Analyst,Reject,62201,5,55,4,0,1,4,0.65,0,Reject,925
"SQL, Machine Learning",2,B.Tech,,Data Scientist,Reject,116999,2,40,2,3,2,1,0.65,0,Reject,925
"Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,Hire,54228,1,65,3,0,0,2,0.65,1,Hire,925
"NLP, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,Reject,65417,3,40,3,1,0,3,0.65,0,Reject,925
"C++, Java, SQL, React",2,M.Tech,AWS Certified,Software Engineer,Reject,54193,0,50,3,0,3,2,0.65,0,Reject,925
"Networking, Linux",2,B.Sc,,Cybersecurity Analyst,Reject,64118,0,30,2,3,1,0,0.65,0,Reject,925
"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,Reject,57375,2,45,3,2,1,2,0.65,0,Reject,925
"Networking, Ethical Hacking",3,B.Sc,Google ML,Cybersecurity Analyst,Reject,45918,0,50,2,2,1,0,0.65,0,Reject,925
"SQL, Machine Learning, Python, Deep Learning",4,B.Sc,Deep Learning Specialization,Data Scientist,Hire,73783,3,85,2,1,2,0,0.64,1,Hire,933
"Python, SQL, Machine Learning, Deep Learning",0,M.Tech,Deep Learning Specialization,Data Scientist,Reject,69800,6,60,3,1,2,2,0.64,0,Reject,933
"Machine Learning, Python, Deep Learning",1,MBA,Deep Learning Specialization,Data Scientist,Reject,79404,4,55,3,1,2,3,0.64,0,Reject,933
"SQL, Java, React",1,M.Tech,AWS Certified,Software Engineer,Reject,48917,3,50,3,0,3,2,0.64,0,Reject,933
"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,Reject,41382,0,25,3,0,3,2,0.64,0,Reject,933
"Linux, Cybersecurity, Networking",2,B.Sc,AWS Certified,Cybersecurity Analyst,Reject,54759,1,50,2,0,1,0,0.64,0,Reject,933
"SQL, Java, C++",2,B.Sc,AWS Certified,Software Engineer,Reject,90151,1,50,2,0,3,0,0.64,0,Reject,933
"Networking, Linux, Ethical Hacking, Cybersecurity",2,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,108144,2,60,2,1,1,0,0.64,0,Reject,933
"Ethical Hacking, Cybersecurity, Linux",1,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,Reject,117772,2,45,2,1,1,0,0.64,0,Reject,933
"Python, Pytorch, NLP, TensorFlow",1,B.Sc,Google ML,AI Researcher,Reject,101851,2,50,2,2,0,0,0.63,0,Reject,942
"Cybersecurity, Networking",4,PhD,,Cybersecurity Analyst,Reject,87051,0,50,4,3,1,4,0.63,0,Reject,942
"SQL, Python",8,MBA,Deep Learning Specialization,Data Scientist,Hire,75286,10,100,3,1,2,3,0.63,1,Hire,942
"Python, NLP",7,B.Tech,Deep Learning Specialization,AI Researcher,Hire,68447,10,100,2,1,0,1,0.63,0,Reject,942
"Ethical Hacking, Cybersecurity",0,MBA,AWS Certified,Cybersecurity Analyst,Reject,68407,4,40,3,0,1,3,0.63,0,Reject,942
"Python, Deep Learning",9,B.Tech,AWS Certified,Data Scientist,Hire,108567,1,100,2,0,2,1,0.63,1,Hire,942
"React, SQL, Java, C++",1,PhD,,Software Engineer,Reject,50422,1,35,4,3,3,4,0.63,0,Reject,942
"SQL, C++",0,B.Tech,Google ML,Software Engineer,Reject,46679,5,45,2,2,3,1,0.63,0,Reject,942
"C++, Java",0,M.Tech,Deep Learning Specialization,Software Engineer,Reject,109551,3,35,3,1,3,2,0.63,0,Reject,942
"Pytorch, NLP",0,M.Tech,Deep Learning Specialization,AI Researcher,Reject,96555,5,45,3,1,0,2,0.63,0,Reject,942
"Java, SQL, C++, React",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,67414,0,60,2,1,3,1,0.63,0,Reject,942
"Networking, Ethical Hacking",0,B.Tech,,Cybersecurity Analyst,Reject,97659,4,30,2,3,1,1,0.63,0,Reject,942
"Cybersecurity, Networking, Linux",8,M.Tech,Google ML,Cybersecurity Analyst,Hire,68492,4,100,3,2,1,2,0.63,0,Reject,942
"Pytorch, Python, NLP",2,B.Tech,,AI Researcher,Reject,94786,4,55,2,3,0,1,0.63,0,Reject,942
"Deep Learning, SQL",2,PhD,,Data Scientist,Reject,89120,3,45,4,3,2,4,0.62,0,Reject,956
"Python, TensorFlow, Pytorch, NLP",0,M.Tech,AWS Certified,AI Researcher,Reject,60579,1,35,3,0,0,2,0.62,1,Hire,956
"Cybersecurity, Linux, Ethical Hacking",3,B.Sc,AWS Certified,Cybersecurity Analyst,Hire,75300,5,80,2,0,1,0,0.62,1,Hire,956
"Pytorch, Python",3,MBA,Deep Learning Specialization,AI Researcher,Reject,48726,0,50,3,1,0,3,0.62,0,Reject,956
"Deep Learning, Python, SQL",2,PhD,Deep Learning Specialization,Data Scientist,Reject,70971,3,60,4,1,2,4,0.62,0,Reject,956
"TensorFlow, Python",9,PhD,AWS Certified,AI Researcher,Hire,65183,1,100,4,0,0,4,0.62,0,Reject,956
"Python, Machine Learning, SQL",0,B.Tech,AWS Certified,Data Scientist,Reject,71169,4,45,2,0,2,1,0.62,0,Reject,956
"NLP, Pytorch, TensorFlow",2,PhD,Deep Learning Specialization,AI Researcher,Reject,47573,3,60,4,1,0,4,0.62,0,Reject,956
"Networking, Ethical Hacking",1,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,65217,6,60,3,0,1,2,0.62,0,Reject,956
"Linux, Networking, Cybersecurity",3,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,Reject,105232,1,60,3,1,1,2,0.62,0,Reject,956
"Deep Learning, SQL, Machine Learning",3,B.Tech,,Data Scientist,Reject,94832,3,60,2,3,2,1,0.62,0,Reject,956
"Machine Learning, Deep Learning, SQL, Python",1,PhD,,Data Scientist,Hire,60495,7,65,4,3,2,4,0.62,1,Hire,956
"Cybersecurity, Networking",1,B.Tech,Google ML,Cybersecurity Analyst,Reject,94563,6,60,2,2,1,1,0.62,0,Reject,956
"Linux, Cybersecurity, Ethical Hacking",2,B.Sc,,Cybersecurity Analyst,Reject,60533,2,45,2,3,1,0,0.62,1,Hire,956
"SQL, Deep Learning, Machine Learning",9,B.Sc,Google ML,Data Scientist,Hire,89128,0,100,2,2,2,0,0.62,0,Reject,956
"Linux, Ethical Hacking",3,M.Tech,AWS Certified,Cybersecurity Analyst,Reject,45271,2,60,3,0,1,2,0.61,0,Reject,971
"C++, SQL",7,MBA,AWS Certified,Software Engineer,Hire,45278,8,100,3,0,3,3,0.61,0,Reject,971
"Networking, Ethical Hacking, Cybersecurity, Linux",2,MBA,,Cybersecurity Analyst,Reject,60745,0,40,3,3,1,3,0.61,0,Reject,971
"SQL, C++, React",1,M.Tech,Deep Learning Specialization,Software Engineer,Reject,118312,4,55,3,1,3,2,0.61,0,Reject,971
"Pytorch, NLP",1,M.Tech,,AI Researcher,Reject,41731,5,45,3,3,0,2,0.61,0,Reject,971
"React, SQL, Java",0,B.Tech,AWS Certified,Software Engineer,Reject,49006,3,40,2,0,3,1,0.6,0,Reject,976
"React, C++",5,B.Sc,Deep Learning Specialization,Software Engineer,Hire,85526,1,75,2,1,3,0,0.6,1,Hire,976
"TensorFlow, Python, NLP, Pytorch",1,B.Sc,AWS Certified,AI Researcher,Reject,40186,1,45,2,0,0,0,0.6,0,Reject,976
"Cybersecurity, Networking, Ethical Hacking",1,B.Sc,Google ML,Cybersecurity Analyst,Reject,56827,4,55,2,2,1,0,0.6,0,Reject,976
"Deep Learning, Machine Learning, SQL, Python",2,PhD,,Data Scientist,Reject,50002,1,45,4,3,2,4,0.6,0,Reject,976
"NLP, Python, Pytorch",1,MBA,AWS Certified,AI Researcher,Reject,97459,0,35,3,0,0,3,0.6,0,Reject,976
"Deep Learning, SQL",1,B.Tech,AWS Certified,Data Scientist,Reject,50848,4,50,2,0,2,1,0.6,0,Reject,976
"Machine Learning, Python, Deep Learning",2,M.Tech,Google ML,Data Scientist,Reject,56433,2,55,3,2,2,2,0.6,0,Reject,976
"Java, C++, React",0,PhD,Deep Learning Specialization,Software Engineer,Reject,118475,2,35,4,1,3,4,0.59,0,Reject,984
"Cybersecurity, Networking, Ethical Hacking, Linux",2,B.Sc,,Cybersecurity Analyst,Reject,59121,4,60,2,3,1,0,0.59,0,Reject,984
"TensorFlow, Pytorch, Python, NLP",1,B.Sc,AWS Certified,AI Researcher,Reject,97235,4,60,2,0,0,0,0.59,0,Reject,984
"Linux, Cybersecurity",0,MBA,Google ML,Cybersecurity Analyst,Reject,89654,8,60,3,2,1,3,0.5803,1,Hire,987
"SQL, Deep Learning, Python",5,PhD,,Data Scientist,Hire,89654,3,80,4,3,2,4,0.5803,1,Hire,987
"C++, Java",0,B.Sc,,Software Engineer,Reject,89148,8,50,2,3,3,0,0.58,0,Reject,989
"NLP, TensorFlow, Python",2,MBA,,AI Researcher,Reject,94281,2,45,3,3,0,3,0.58,0,Reject,989
"Java, SQL",3,B.Tech,Deep Learning Specialization,Software Engineer,Reject,89716,1,55,2,1,3,1,0.5783,0,Reject,991
"C++, React, Java, SQL",1,M.Tech,,Software Engineer,Reject,58823,3,45,3,3,3,2,0.57,0,Reject,992
"SQL, Java",0,B.Sc,AWS Certified,Software Engineer,Reject,65854,6,50,2,0,3,0,0.57,0,Reject,992
"Python, NLP, Pytorch",2,PhD,AWS Certified,AI Researcher,Reject,80377,1,50,4,0,0,4,0.57,0,Reject,992
"C++, SQL, Java",6,PhD,AWS Certified,Software Engineer,Hire,80373,8,100,4,0,3,4,0.57,0,Reject,992
"Machine Learning, Python, Deep Learning",0,B.Tech,Deep Learning Specialization,Data Scientist,Reject,91454,1,30,2,1,2,1,0.56,0,Reject,996
"Cybersecurity, Networking",1,PhD,Google ML,Cybersecurity Analyst,Reject,51388,6,60,4,2,1,4,0.55,0,Reject,997
"Cybersecurity, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,Reject,65601,5,55,4,0,1,4,0.55,0,Reject,997
"Ethical Hacking, Linux, Networking, Cybersecurity",0,B.Tech,Google ML,Cybersecurity Analyst,Reject,76108,5,55,2,2,1,1,0.54,0,Reject,999
"Python, TensorFlow",3,B.Sc,,AI Researcher,Reject,82959,3,55,2,3,0,0,0.54,0,Reject,999
