Skills,Experience,Education,Certifications,Job_Role,Salary_Expectation,Projects_Count,AI_Score,Recruiter_Decision,Education_Ordinal,Certifications_Encoded,Job_Role_Encoded,Education_Encoded,ModelB_Hire_Prob,ModelB_Prediction,ModelB_Pred_Label,ModelB_Rank
"Networking, Cybersecurity, Ethical Hacking, Linux",7,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,100153,6,100.0,Hire,2,1,1,1,0.6817,1,Hire,772
"TensorFlow, NLP, Python",0,M.Tech,AWS Certified,AI Researcher,40085,2,40.0,Reject,3,0,0,2,0.6784,1,Hire,775
"Java, SQL",5,MBA,AWS Certified,Software Engineer,40914,6,97.8,Hire,3,0,3,3,0.6784,1,Hire,775
"TensorFlow, NLP, Pytorch",6,PhD,AWS Certified,AI Researcher,41199,9,98.8,Hire,4,0,0,4,0.6784,1,Hire,775
"C++, Java, SQL",6,MBA,AWS Certified,Software Engineer,40595,1,87.8,Hire,3,0,3,3,0.6784,1,Hire,775
"Linux, Networking, Cybersecurity, Ethical Hacking",1,B.Sc,None,Cybersecurity Analyst,40222,10,71.5,Hire,2,3,1,0,0.6784,1,Hire,775
"SQL, Java",3,B.Sc,None,Software Engineer,41272,6,68.2,Reject,2,3,3,0,0.6784,1,Hire,775
"Networking, Cybersecurity",5,MBA,None,Cybersecurity Analyst,40736,6,88.9,Hire,3,3,1,3,0.6784,1,Hire,775
"TensorFlow, Python, NLP, Pytorch",1,B.Sc,AWS Certified,AI Researcher,40186,1,45.4,Hire,2,0,0,0,0.6784,1,Hire,775
"Machine Learning, Python",8,B.Sc,None,Data Scientist,40162,7,93.5,Hire,2,3,2,0,0.6784,1,Hire,775
"Linux, Networking, Cybersecurity, Ethical Hacking",8,B.Tech,Deep Learning Specialization,Cybersecurity Analyst,40945,4,98.8,Hire,2,1,1,1,0.6784,1,Hire,775
"NLP, Pytorch, Python",0,MBA,None,AI Researcher,40400,0,5.1,Reject,3,3,0,3,0.6784,1,Hire,775
"C++, SQL, Java",0,M.Tech,AWS Certified,Software Engineer,41382,0,24.6,Reject,3,0,3,2,0.6784,1,Hire,775
"TensorFlow, NLP, Python",0,MBA,Google ML,AI Researcher,40720,2,36.0,Hire,3,2,0,3,0.6784,1,Hire,775
"C++, SQL",2,MBA,Google ML,Software Engineer,94346,1,44.5,Reject,3,2,3,3,0.6781,1,Hire,788
"SQL, Python, Machine Learning, Deep Learning",3,B.Sc,None,Data Scientist,94642,8,86.3,Hire,2,3,2,0,0.6781,1,Hire,788
"Cybersecurity, Linux, Networking, Ethical Hacking",9,PhD,Deep Learning Specialization,Cybersecurity Analyst,94447,4,94.8,Hire,4,1,1,4,0.6781,1,Hire,788
"TensorFlow, Pytorch, NLP, Python",8,MBA,Deep Learning Specialization,AI Researcher,94384,0,95.4,Hire,3,1,0,3,0.6781,1,Hire,788
"Cybersecurity, Networking",1,B.Tech,Google ML,Cybersecurity Analyst,94563,6,50.2,Reject,2,2,1,1,0.6781,1,Hire,788
"TensorFlow, Pytorch, Python, NLP",10,B.Tech,AWS Certified,AI Researcher,94952,6,94.2,Reject,2,0,0,1,0.6755,1,Hire,793
"Ethical Hacking, Networking",6,M.Tech,None,Cybersecurity Analyst,94810,7,100.0,Hire,3,3,1,2,0.6755,1,Hire,793
"Deep Learning, SQL, Machine Learning",3,B.Tech,None,Data Scientist,94832,3,59.3,Hire,2,3,2,1,0.6755,1,Hire,793
"Ethical Hacking, Linux",1,PhD,None,Cybersecurity Analyst,95656,9,71.5,Hire,4,3,1,4,0.6742,0,Reject,796
"Python, NLP, TensorFlow, Pytorch",9,B.Tech,AWS Certified,AI Researcher,95912,10,96.7,Hire,2,0,0,1,0.6742,0,Reject,796
"Cybersecurity, Linux, Ethical Hacking, Networking",7,B.Tech,AWS Certified,Cybersecurity Analyst,95709,8,99.8,Hire,2,0,1,1,0.6742,0,Reject,796
"SQL, Machine Learning",1,PhD,Deep Learning Specialization,Data Scientist,95743,4,43.1,Reject,4,1,2,4,0.6742,0,Reject,796
"Deep Learning, Python, SQL, Machine Learning",0,PhD,None,Data Scientist,95742,2,21.6,Reject,4,3,2,4,0.6742,0,Reject,796
"Deep Learning, SQL",1,MBA,Google ML,Data Scientist,71365,6,63.5,Hire,3,2,2,3,0.6707,1,Hire,801
"Deep Learning, Machine Learning, Python",3,MBA,AWS Certified,Data Scientist,71310,1,62.5,Reject,3,0,2,3,0.6707,1,Hire,801
"Machine Learning, SQL, Python, Deep Learning",7,B.Tech,Google ML,Data Scientist,71459,0,100.0,Hire,2,2,2,1,0.6707,1,Hire,801
"Python, Deep Learning, SQL, Machine Learning",5,MBA,Google ML,Data Scientist,69257,0,80.2,Reject,3,2,2,3,0.6697,1,Hire,804
"Java, SQL, React, C++",10,B.Sc,Deep Learning Specialization,Software Engineer,69145,4,92.4,Hire,2,1,3,0,0.6697,1,Hire,804
"React, C++, Java, SQL",5,MBA,Deep Learning Specialization,Software Engineer,68881,8,95.9,Hire,3,1,3,3,0.6697,1,Hire,804
"SQL, Python",9,PhD,Deep Learning Specialization,Data Scientist,69101,8,100.0,Hire,4,1,2,4,0.6697,1,Hire,804
"SQL, Deep Learning",0,PhD,Deep Learning Specialization,Data Scientist,118976,8,59.1,Reject,4,1,2,4,0.6671,1,Hire,808
"React, SQL, Java, C++",6,B.Tech,Deep Learning Specialization,Software Engineer,119018,0,86.9,Hire,2,1,3,1,0.6671,1,Hire,808
"React, Java, SQL",3,B.Sc,None,Software Engineer,118891,0,43.8,Reject,2,3,3,0,0.6671,1,Hire,808
"Pytorch, TensorFlow, NLP, Python",10,B.Sc,Google ML,AI Researcher,50188,3,100.0,Hire,2,2,0,0,0.6663,1,Hire,811
"Deep Learning, Machine Learning, SQL, Python",2,PhD,None,Data Scientist,50002,1,52.9,Reject,4,3,2,4,0.6663,1,Hire,811
"React, SQL",10,PhD,Deep Learning Specialization,Software Engineer,50166,10,84.4,Hire,4,1,3,4,0.6663,1,Hire,811
"Python, SQL, Machine Learning",3,B.Tech,AWS Certified,Data Scientist,71142,4,74.5,Hire,2,0,2,1,0.6653,1,Hire,814
"C++, React",8,B.Sc,Deep Learning Specialization,Software Engineer,71077,7,100.0,Hire,2,1,3,0,0.6653,1,Hire,814
"Python, Machine Learning, SQL",0,B.Tech,AWS Certified,Data Scientist,71169,4,49.5,Reject,2,0,2,1,0.6653,1,Hire,814
"SQL, React, C++, Java",3,PhD,Deep Learning Specialization,Software Engineer,71138,8,96.8,Hire,4,1,3,4,0.6653,1,Hire,814
"SQL, Deep Learning, Python",9,B.Sc,Google ML,Data Scientist,96487,0,100.0,Hire,2,2,2,0,0.6636,1,Hire,818
"Pytorch, NLP",0,M.Tech,Deep Learning Specialization,AI Researcher,96555,5,43.1,Reject,3,1,0,2,0.6636,1,Hire,818
"SQL, Java, React",3,B.Sc,None,Software Engineer,96280,9,96.4,Hire,2,3,3,0,0.6636,1,Hire,818
"Deep Learning, Python",5,MBA,AWS Certified,Data Scientist,100800,3,93.0,Hire,3,0,2,3,0.662,1,Hire,821
"Networking, Cybersecurity",1,PhD,None,Cybersecurity Analyst,100697,9,56.2,Reject,4,3,1,4,0.662,1,Hire,821
"React, SQL, C++",3,B.Tech,Google ML,Software Engineer,100722,5,77.5,Hire,2,2,3,1,0.662,1,Hire,821
"SQL, Deep Learning, Machine Learning, Python",1,PhD,None,Data Scientist,84161,6,62.0,Hire,4,3,2,4,0.6614,1,Hire,824
"Python, Deep Learning",2,B.Tech,AWS Certified,Data Scientist,83979,5,62.4,Reject,2,0,2,1,0.6614,1,Hire,824
"Machine Learning, Python, SQL",2,MBA,Deep Learning Specialization,Data Scientist,84205,4,70.1,Hire,3,1,2,3,0.6614,1,Hire,824
"Machine Learning, Python, SQL",10,B.Sc,None,Data Scientist,84036,5,100.0,Hire,2,3,2,0,0.6614,1,Hire,824
"Deep Learning, Python, SQL, Machine Learning",1,PhD,AWS Certified,Data Scientist,84131,3,53.6,Reject,4,0,2,4,0.6614,1,Hire,824
"Python, NLP, Pytorch",3,B.Sc,Deep Learning Specialization,AI Researcher,91770,0,59.9,Reject,2,1,0,0,0.6587,1,Hire,829
"React, C++, SQL, Java",7,M.Tech,Google ML,Software Engineer,67871,10,100.0,Reject,3,2,3,2,0.6587,1,Hire,829
"SQL, Java, React",6,B.Sc,Google ML,Software Engineer,67745,3,100.0,Hire,2,2,3,0,0.6587,1,Hire,829
"SQL, Machine Learning, Deep Learning, Python",5,PhD,AWS Certified,Data Scientist,91828,10,100.0,Hire,4,0,2,4,0.6587,1,Hire,829
"Cybersecurity, Ethical Hacking, Networking, Linux",6,PhD,Google ML,Cybersecurity Analyst,67810,1,100.0,Hire,4,2,1,4,0.6587,1,Hire,829
"Ethical Hacking, Linux",7,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,91922,0,88.8,Hire,3,1,1,2,0.6587,1,Hire,829
"SQL, Python",8,B.Sc,Deep Learning Specialization,Data Scientist,118157,10,100.0,Hire,2,1,2,0,0.6578,1,Hire,835
"Deep Learning, Machine Learning, SQL",7,B.Tech,AWS Certified,Data Scientist,118152,6,100.0,Hire,2,0,2,1,0.6578,1,Hire,835
"SQL, C++, React",1,M.Tech,Deep Learning Specialization,Software Engineer,118312,4,57.5,Reject,3,1,3,2,0.6578,1,Hire,835
"Ethical Hacking, Networking, Linux, Cybersecurity",8,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,114147,4,98.5,Hire,2,1,1,0,0.6557,1,Hire,838
"Python, NLP, Pytorch",1,MBA,Google ML,AI Researcher,113921,1,29.8,Hire,3,2,0,3,0.6557,1,Hire,838
"TensorFlow, NLP",0,B.Tech,Google ML,AI Researcher,113855,9,69.2,Hire,2,2,0,1,0.6557,1,Hire,838
"Python, SQL, Machine Learning",10,MBA,Google ML,Data Scientist,114118,2,99.6,Hire,3,2,2,3,0.6557,1,Hire,838
"NLP, Pytorch",2,B.Sc,Deep Learning Specialization,AI Researcher,113947,8,73.9,Reject,2,1,0,0,0.6557,1,Hire,838
"TensorFlow, NLP",10,B.Sc,AWS Certified,AI Researcher,86663,2,99.8,Hire,2,0,0,0,0.6521,1,Hire,843
"Networking, Cybersecurity, Ethical Hacking, Linux",1,B.Sc,AWS Certified,Cybersecurity Analyst,86274,3,64.5,Hire,2,0,1,0,0.6521,1,Hire,843
"React, SQL",8,B.Sc,Deep Learning Specialization,Software Engineer,86416,8,100.0,Hire,2,1,3,0,0.6521,1,Hire,843
"Cybersecurity, Networking",4,PhD,None,Cybersecurity Analyst,87051,0,50.7,Hire,4,3,1,4,0.6521,1,Hire,843
"Deep Learning, SQL, Machine Learning, Python",1,MBA,AWS Certified,Data Scientist,86355,4,67.5,Hire,3,0,2,3,0.6521,1,Hire,843
"Pytorch, TensorFlow, Python",2,PhD,None,AI Researcher,85955,1,37.9,Reject,4,3,0,4,0.6521,1,Hire,843
"TensorFlow, Pytorch, NLP, Python",1,B.Tech,AWS Certified,AI Researcher,86353,2,49.9,Hire,2,0,0,1,0.6521,1,Hire,843
"Python, Pytorch, TensorFlow, NLP",6,PhD,Deep Learning Specialization,AI Researcher,71832,4,98.8,Hire,4,1,0,4,0.6487,1,Hire,850
"SQL, Deep Learning, Python, Machine Learning",7,M.Tech,None,Data Scientist,71964,7,100.0,Hire,3,3,2,2,0.6487,1,Hire,850
"Python, Pytorch",0,B.Tech,Deep Learning Specialization,AI Researcher,71804,10,67.5,Reject,2,1,0,1,0.6487,1,Hire,850
"Networking, Ethical Hacking, Linux, Cybersecurity",4,PhD,None,Cybersecurity Analyst,52790,2,61.8,Reject,4,3,1,4,0.6484,1,Hire,853
"Python, TensorFlow, NLP",1,MBA,AWS Certified,AI Researcher,52956,8,72.9,Hire,3,0,0,3,0.6484,1,Hire,853
"Ethical Hacking, Linux, Cybersecurity",4,MBA,None,Cybersecurity Analyst,52722,9,98.3,Hire,3,3,1,3,0.6484,1,Hire,853
"SQL, Python, Machine Learning",6,B.Sc,AWS Certified,Data Scientist,52824,9,92.7,Hire,2,0,2,0,0.6484,1,Hire,853
"SQL, Deep Learning, Python, Machine Learning",7,B.Tech,None,Data Scientist,54552,2,93.5,Reject,2,3,2,1,0.6483,0,Reject,857
"Cybersecurity, Networking, Ethical Hacking",8,PhD,Deep Learning Specialization,Cybersecurity Analyst,54594,2,99.0,Hire,4,1,1,4,0.6483,0,Reject,857
"SQL, Java",5,B.Sc,AWS Certified,Software Engineer,54536,0,70.5,Reject,2,0,3,0,0.6483,0,Reject,857
"C++, Java",5,PhD,Google ML,Software Engineer,76165,8,100.0,Hire,4,2,3,4,0.6471,0,Reject,860
"Ethical Hacking, Cybersecurity",3,B.Sc,Deep Learning Specialization,Cybersecurity Analyst,76203,2,54.8,Reject,2,1,1,0,0.6471,0,Reject,860
"Python, SQL",0,B.Tech,Google ML,Data Scientist,76195,10,58.9,Reject,2,2,2,1,0.6471,0,Reject,860
"Cybersecurity, Networking, Linux",2,B.Sc,AWS Certified,Cybersecurity Analyst,104195,3,67.3,Reject,2,0,1,0,0.6463,1,Hire,863
"SQL, Python",8,MBA,AWS Certified,Data Scientist,104379,6,100.0,Hire,3,0,2,3,0.6463,1,Hire,863
"SQL, Machine Learning, Deep Learning, Python",3,PhD,None,Data Scientist,104405,9,99.9,Hire,4,3,2,4,0.6463,1,Hire,863
"Python, TensorFlow, NLP, Pytorch",4,B.Sc,None,AI Researcher,104295,6,87.8,Hire,2,3,0,0,0.6463,1,Hire,863
"Ethical Hacking, Cybersecurity, Networking, Linux",5,B.Tech,AWS Certified,Cybersecurity Analyst,104149,9,94.7,Hire,2,0,1,1,0.6463,1,Hire,863
"Python, Machine Learning, SQL",9,PhD,Google ML,Data Scientist,104274,10,100.0,Hire,4,2,2,4,0.6463,1,Hire,863
"Java, SQL, React",3,MBA,AWS Certified,Software Engineer,104253,8,91.2,Hire,3,0,3,3,0.6463,1,Hire,863
"Pytorch, Python",4,M.Tech,AWS Certified,AI Researcher,54228,1,64.2,Reject,3,0,0,2,0.6411,1,Hire,870
"Python, NLP",5,B.Sc,Google ML,AI Researcher,54525,8,100.0,Hire,2,2,0,0,0.6411,1,Hire,870
"Python, Pytorch, TensorFlow",0,MBA,Deep Learning Specialization,AI Researcher,54236,6,44.8,Hire,3,1,0,3,0.6411,1,Hire,870
"Linux, Cybersecurity",2,PhD,None,Cybersecurity Analyst,41824,7,72.5,Hire,4,3,1,4,0.6407,1,Hire,873
"TensorFlow, Python, NLP",3,B.Tech,None,AI Researcher,41769,3,51.7,Reject,2,3,0,1,0.6407,1,Hire,873
"Cybersecurity, Networking",0,M.Tech,Deep Learning Specialization,Cybersecurity Analyst,42077,9,61.0,Reject,3,1,1,2,0.6407,1,Hire,873
"Pytorch, NLP",1,M.Tech,None,AI Researcher,41731,5,35.1,Reject,3,3,0,2,0.6407,1,Hire,873
"Linux, Ethical Hacking",10,MBA,Google ML,Cybersecurity Analyst,41917,9,100.0,Hire,3,2,1,3,0.6407,1,Hire,873
"Python, Deep Learning, Machine Learning, SQL",8,B.Tech,None,Data Scientist,41965,2,100.0,Hire,2,3,2,1,0.6407,1,Hire,873
"Cybersecurity, Networking, Ethical Hacking, Linux",9,PhD,AWS Certified,Cybersecurity Analyst,41733,0,99.9,Hire,4,0,1,4,0.6407,1,Hire,873
"SQL, C++",3,B.Tech,Deep Learning Specialization,Software Engineer,41891,4,62.1,Reject,2,1,3,1,0.6407,1,Hire,873
"Linux, Cybersecurity, Ethical Hacking",7,B.Tech,None,Cybersecurity Analyst,41678,8,100.0,Hire,2,3,1,1,0.6407,1,Hire,873
"Machine Learning, Deep Learning, SQL, Python",3,M.Tech,AWS Certified,Data Scientist,93900,0,65.4,Hire,3,0,2,2,0.6385,1,Hire,882
"React, C++, SQL, Java",0,M.Tech,None,Software Engineer,94099,0,25.6,Reject,3,3,3,2,0.6385,1,Hire,882
"Networking, Cybersecurity, Ethical Hacking",8,B.Tech,None,Cybersecurity Analyst,94140,4,96.2,Hire,2,3,1,1,0.6385,1,Hire,882
"C++, Java",5,B.Tech,Deep Learning Specialization,Software Engineer,116922,0,71.2,Hire,2,1,3,1,0.6366,1,Hire,885
"Pytorch, Python",8,B.Sc,AWS Certified,AI Researcher,116934,10,96.3,Hire,2,0,0,0,0.6366,1,Hire,885
"Machine Learning, Python, SQL",0,MBA,Google ML,Data Scientist,116814,5,41.1,Hire,3,2,2,3,0.6366,1,Hire,885
"SQL, Deep Learning",6,B.Tech,Deep Learning Specialization,Data Scientist,116832,1,81.1,Reject,2,1,2,1,0.6366,1,Hire,885
"Python, Pytorch, TensorFlow, NLP",9,M.Tech,None,AI Researcher,91064,5,89.7,Hire,3,3,0,2,0.6308,1,Hire,889
"Cybersecurity, Linux",8,B.Sc,Google ML,Cybersecurity Analyst,90950,10,100.0,Hire,2,2,1,0,0.6308,1,Hire,889
"SQL, Machine Learning, Deep Learning",3,PhD,None,Data Scientist,91090,2,55.5,Reject,4,3,2,4,0.6308,1,Hire,889
"Pytorch, TensorFlow, NLP, Python",0,B.Tech,Deep Learning Specialization,AI Researcher,91064,10,76.5,Hire,2,1,0,1,0.6308,1,Hire,889
"Machine Learning, SQL",2,MBA,Deep Learning Specialization,Data Scientist,90929,7,67.5,Hire,3,1,2,3,0.6308,1,Hire,889
"TensorFlow, NLP, Pytorch",10,B.Sc,None,AI Researcher,104895,8,96.8,Hire,2,3,0,0,0.6305,1,Hire,894
"Python, Deep Learning",7,B.Tech,None,Data Scientist,104891,2,95.3,Hire,2,3,2,1,0.6305,1,Hire,894
"Python, Deep Learning, SQL",7,M.Tech,Deep Learning Specialization,Data Scientist,104836,5,100.0,Hire,3,1,2,2,0.6305,1,Hire,894
"SQL, Machine Learning",1,B.Sc,Deep Learning Specialization,Data Scientist,104811,1,32.4,Reject,2,1,2,0,0.6305,1,Hire,894
"C++, React, SQL, Java",2,MBA,None,Software Engineer,96229,1,40.7,Reject,3,3,3,3,0.6233,0,Reject,898
"Python, Deep Learning, SQL",4,MBA,AWS Certified,Data Scientist,95919,6,91.7,Hire,3,0,2,3,0.6233,0,Reject,898
"Python, Machine Learning",8,PhD,AWS Certified,Data Scientist,95978,4,96.1,Reject,4,0,2,4,0.6233,0,Reject,898
"Python, Machine Learning",8,B.Tech,Deep Learning Specialization,Data Scientist,95958,2,100.0,Hire,2,1,2,1,0.6233,0,Reject,898
"C++, React",2,B.Sc,AWS Certified,Software Engineer,96027,5,63.2,Hire,2,0,3,0,0.6233,0,Reject,898
"Machine Learning, Python, Deep Learning, SQL",1,B.Sc,Google ML,Data Scientist,55166,4,62.3,Reject,2,2,2,0,0.6176,0,Reject,903
"Python, SQL, Deep Learning",3,MBA,AWS Certified,Data Scientist,55341,10,100.0,Hire,3,0,2,3,0.6176,0,Reject,903
"Cybersecurity, Networking",3,MBA,None,Cybersecurity Analyst,55213,9,83.3,Reject,3,3,1,3,0.6176,0,Reject,903
"Networking, Cybersecurity, Linux",2,PhD,Deep Learning Specialization,Cybersecurity Analyst,55337,6,67.6,Reject,4,1,1,4,0.6176,0,Reject,903
"NLP, TensorFlow, Pytorch",9,PhD,None,AI Researcher,88498,9,100.0,Hire,4,3,0,4,0.6166,1,Hire,907
"Pytorch, TensorFlow, NLP",6,MBA,Deep Learning Specialization,AI Researcher,88511,4,100.0,Hire,3,1,0,3,0.6166,1,Hire,907
"TensorFlow, NLP, Pytorch",5,B.Sc,AWS Certified,AI Researcher,88653,0,68.4,Reject,2,0,0,0,0.6166,1,Hire,907
"React, SQL, C++",1,MBA,None,Software Engineer,88441,10,70.6,Reject,3,3,3,3,0.6166,1,Hire,907
"Ethical Hacking, Networking, Linux",3,B.Tech,Google ML,Cybersecurity Analyst,118508,7,89.5,Hire,2,2,1,1,0.6137,1,Hire,911
"Java, C++, React",0,PhD,Deep Learning Specialization,Software Engineer,118475,2,43.6,Hire,4,1,3,4,0.6137,1,Hire,911
"Python, SQL",0,PhD,Deep Learning Specialization,Data Scientist,118756,9,59.7,Reject,4,1,2,4,0.6137,1,Hire,911
"SQL, Deep Learning, Python, Machine Learning",8,B.Sc,Google ML,Data Scientist,118651,5,92.8,Hire,2,2,2,0,0.6137,1,Hire,911
"TensorFlow, NLP, Python",1,M.Tech,None,AI Researcher,76442,2,29.4,Reject,3,3,0,2,0.6117,1,Hire,915
"Linux, Ethical Hacking",2,M.Tech,AWS Certified,Cybersecurity Analyst,76342,4,52.2,Reject,3,0,1,2,0.6117,1,Hire,915
"Pytorch, TensorFlow, NLP",2,M.Tech,Google ML,AI Researcher,76264,4,71.3,Reject,3,2,0,2,0.6117,1,Hire,915
"C++, Java, React",5,MBA,AWS Certified,Software Engineer,76625,10,99.9,Hire,3,0,3,3,0.6117,1,Hire,915
"SQL, Java, C++, React",9,M.Tech,None,Software Engineer,76224,5,100.0,Hire,3,3,3,2,0.6117,1,Hire,915
"Deep Learning, SQL",5,MBA,Google ML,Data Scientist,101471,0,70.8,Reject,3,2,2,3,0.6086,1,Hire,920
"TensorFlow, Python, NLP",9,M.Tech,AWS Certified,AI Researcher,101293,0,100.0,Hire,3,0,0,2,0.6086,1,Hire,920
"SQL, Java, React, C++",4,MBA,Deep Learning Specialization,Software Engineer,101488,5,85.1,Hire,3,1,3,3,0.6086,1,Hire,920
"Python, Pytorch",5,MBA,AWS Certified,AI Researcher,101270,7,100.0,Hire,3,0,0,3,0.6086,1,Hire,920
"Python, NLP, Pytorch, TensorFlow",6,PhD,Deep Learning Specialization,AI Researcher,65650,3,99.6,Hire,4,1,0,4,0.6073,0,Reject,924
"Cybersecurity, Ethical Hacking",1,PhD,AWS Certified,Cybersecurity Analyst,65601,5,48.7,Reject,4,0,1,4,0.6073,0,Reject,924
"SQL, React, C++",7,B.Tech,AWS Certified,Software Engineer,65733,0,87.6,Reject,2,0,3,1,0.6073,0,Reject,924
"React, C++, Java",8,MBA,AWS Certified,Software Engineer,65676,0,92.7,Hire,3,0,3,3,0.6073,0,Reject,924
"Pytorch, Python, NLP, TensorFlow",0,M.Tech,Deep Learning Specialization,AI Researcher,67037,9,78.0,Reject,3,1,0,2,0.5942,1,Hire,928
"NLP, Pytorch, TensorFlow",9,MBA,Deep Learning Specialization,AI Researcher,67341,8,100.0,Hire,3,1,0,3,0.5942,1,Hire,928
"Python, Deep Learning",5,B.Tech,None,Data Scientist,67218,3,80.6,Hire,2,3,2,1,0.5942,1,Hire,928
"Java, SQL, C++, React",3,B.Tech,Deep Learning Specialization,Software Engineer,67414,0,52.7,Reject,2,1,3,1,0.5942,1,Hire,928
"Networking, Cybersecurity, Linux",9,B.Tech,Google ML,Cybersecurity Analyst,69810,0,100.0,Hire,2,2,1,1,0.5809,1,Hire,932
"Python, TensorFlow",3,B.Sc,AWS Certified,AI Researcher,70067,3,62.3,Reject,2,0,0,0,0.5809,1,Hire,932
"NLP, Pytorch, TensorFlow, Python",0,MBA,Deep Learning Specialization,AI Researcher,70137,9,73.4,Hire,3,1,0,3,0.5809,1,Hire,932
"Python, Machine Learning, Deep Learning",9,M.Tech,AWS Certified,Data Scientist,64058,1,99.0,Hire,3,0,2,2,0.5776,0,Reject,935
"Python, Deep Learning, Machine Learning, SQL",9,B.Tech,Google ML,Data Scientist,64063,9,98.9,Hire,2,2,2,1,0.5776,0,Reject,935
"Networking, Linux",2,B.Sc,None,Cybersecurity Analyst,64118,0,37.9,Reject,2,3,1,0,0.5776,0,Reject,935
"NLP, Pytorch, TensorFlow",6,M.Tech,Deep Learning Specialization,AI Researcher,64149,0,82.4,Reject,3,1,0,2,0.5776,0,Reject,935
"Java, C++, React",6,MBA,AWS Certified,Software Engineer,64025,10,96.2,Hire,3,0,3,3,0.5776,0,Reject,935
"TensorFlow, Pytorch, NLP, Python",6,PhD,Google ML,AI Researcher,64338,10,100.0,Hire,4,2,0,4,0.5763,1,Hire,940
"Deep Learning, SQL",1,M.Tech,Google ML,Data Scientist,64383,4,55.6,Reject,3,2,2,2,0.5763,1,Hire,940
"Java, C++, React, SQL",5,MBA,Deep Learning Specialization,Software Engineer,64162,7,87.9,Hire,3,1,3,3,0.5763,1,Hire,940
"Networking, Ethical Hacking, Linux",3,M.Tech,None,Cybersecurity Analyst,101694,8,77.2,Hire,3,3,1,2,0.5675,1,Hire,943
"Python, Pytorch, NLP, TensorFlow",1,B.Sc,Google ML,AI Researcher,101851,2,48.9,Hire,2,2,0,0,0.5675,1,Hire,943
"Ethical Hacking, Networking, Linux",1,M.Tech,Google ML,Cybersecurity Analyst,102085,6,60.9,Reject,3,2,1,2,0.5675,1,Hire,943
"SQL, Python, Machine Learning, Deep Learning",3,MBA,Deep Learning Specialization,Data Scientist,102054,1,69.5,Hire,3,1,2,3,0.5675,1,Hire,943
"Deep Learning, SQL",2,PhD,None,Data Scientist,89120,3,36.2,Hire,4,3,2,4,0.5663,1,Hire,947
"Deep Learning, Machine Learning",4,B.Tech,Google ML,Data Scientist,88986,2,68.9,Reject,2,2,2,1,0.5663,1,Hire,947
"Java, C++, React, SQL",8,B.Sc,None,Software Engineer,89042,1,100.0,Hire,2,3,3,0,0.5663,1,Hire,947
"Networking, Linux",3,MBA,None,Cybersecurity Analyst,97811,6,70.1,Reject,3,3,1,3,0.5586,0,Reject,950
"Python, Machine Learning, Deep Learning",0,B.Sc,Deep Learning Specialization,Data Scientist,97987,10,75.7,Hire,2,1,2,0,0.5586,0,Reject,950
"Cybersecurity, Ethical Hacking, Networking, Linux",3,MBA,AWS Certified,Cybersecurity Analyst,97789,5,77.1,Reject,3,0,1,3,0.5586,0,Reject,950
"Linux, Networking",0,B.Tech,AWS Certified,Cybersecurity Analyst,64620,6,41.1,Reject,2,0,1,1,0.5565,0,Reject,953
"SQL, Python",10,PhD,AWS Certified,Data Scientist,64417,7,99.1,Hire,4,0,2,4,0.5565,0,Reject,953
"Pytorch, NLP",5,M.Tech,AWS Certified,AI Researcher,64489,4,82.5,Reject,3,0,0,2,0.5565,0,Reject,953
"TensorFlow, Python, Pytorch, NLP",2,PhD,Deep Learning Specialization,AI Researcher,116970,3,71.1,Hire,4,1,0,4,0.5527,1,Hire,956
"SQL, Machine Learning",2,B.Tech,None,Data Scientist,116999,2,36.6,Reject,2,3,2,1,0.5527,1,Hire,956
"Ethical Hacking, Linux",2,MBA,None,Cybersecurity Analyst,116969,7,59.7,Reject,3,3,1,3,0.5527,1,Hire,956
"Pytorch, Python",0,B.Sc,Deep Learning Specialization,AI Researcher,44226,7,52.9,Reject,2,1,0,0,0.5484,1,Hire,959
"SQL, Java, C++",1,PhD,Deep Learning Specialization,Software Engineer,88945,7,74.6,Hire,4,1,3,4,0.5484,1,Hire,959
"Ethical Hacking, Cybersecurity",9,MBA,None,Cybersecurity Analyst,44150,6,97.7,Hire,3,3,1,3,0.5484,1,Hire,959
"Machine Learning, Python, SQL",10,M.Tech,Google ML,Data Scientist,88678,3,100.0,Hire,3,2,2,2,0.5484,1,Hire,959
"Pytorch, Python, TensorFlow",0,B.Tech,None,AI Researcher,88958,4,37.0,Reject,2,3,0,1,0.5484,1,Hire,959
"React, Java",3,B.Sc,None,Software Engineer,44106,0,39.7,Reject,2,3,3,0,0.5484,1,Hire,959
"SQL, C++, Java, React",3,M.Tech,Google ML,Software Engineer,44121,0,59.3,Hire,3,2,3,2,0.5484,1,Hire,959
"Machine Learning, Python, SQL",2,B.Tech,None,Data Scientist,44219,4,54.3,Hire,2,3,2,1,0.5484,1,Hire,959
"Python, TensorFlow, Pytorch",1,B.Sc,Deep Learning Specialization,AI Researcher,85905,7,63.4,Reject,2,1,0,0,0.5412,0,Reject,967
"Pytorch, NLP, Python",2,B.Tech,None,AI Researcher,85775,5,66.1,Hire,2,3,0,1,0.5412,0,Reject,967
